home,win,home_seasonWins,home_seasonLosses,home_seasonGames,home_avg_teamScore,home_avg_opponentScore,home_avg_assists,home_avg_blocks,home_avg_steals,home_avg_freeThrowsAttempted,home_avg_reboundsTotal,home_avg_turnovers,home_avg_plusMinusPoints,home_avg_fieldGoalsAttempted,home_avg_threePointersAttempted,home_avg_fieldGoalsPercentage,home_avg_threePointersPercentage,home_avg_freeThrowsPercentage,away_seasonWins,away_seasonLosses,away_seasonGames,away_avg_teamScore,away_avg_opponentScore,away_avg_assists,away_avg_blocks,away_avg_steals,away_avg_freeThrowsAttempted,away_avg_reboundsTotal,away_avg_turnovers,away_avg_plusMinusPoints,away_avg_fieldGoalsAttempted,away_avg_threePointersAttempted,away_avg_fieldGoalsPercentage,away_avg_threePointersPercentage,away_avg_freeThrowsPercentage,h2h_win_rate
1,1,47,36,83,99.4,98.5,22.2,3.9,7.1,24.2,39.5,13.5,1.2,79.8,17.9,0.464,0.357,0.786,42,41,83,97.6,98.3,23.9,3.4,6.1,26.3,40.9,14.8,-0.7,77.9,20.5,0.456,0.351,0.728,0.0
1,1,50,33,83,98.7,93.7,22.4,5.4,7.7,25.4,43.7,15.9,5.0,81.3,15.1,0.458,0.387,0.736,44,39,83,94.6,95.5,20.5,5.4,6.9,24.7,40.7,14.6,-0.7,76.6,18.8,0.466,0.343,0.687,1.0
1,1,62,21,83,110.0,102.7,25.8,4.8,6.7,22.3,40.5,14.4,7.6,83.6,24.0,0.495,0.399,0.802,42,41,83,103.1,103.3,22.4,5.1,7.3,26.9,41.3,15.5,-0.2,81.3,21.0,0.466,0.347,0.745,1.0
1,1,51,32,83,96.8,92.8,20.8,4.3,7.6,26.2,43.5,14.3,4.0,81.1,17.1,0.448,0.344,0.694,41,42,83,104.1,104.8,20.2,4.6,7.7,29.5,41.2,13.8,-0.4,83.1,19.7,0.449,0.345,0.76,1.0
1,1,67,16,83,99.8,92.8,19.9,5.0,6.9,24.9,42.0,13.9,7.5,78.6,17.1,0.468,0.381,0.807,43,40,83,106.4,106.6,23.7,5.7,9.1,25.7,41.5,15.9,0.1,85.9,24.1,0.464,0.352,0.716,0.0
1,1,58,25,83,98.4,90.2,22.1,5.1,7.1,24.0,40.6,13.9,8.3,77.3,19.1,0.475,0.376,0.757,46,37,83,105.2,103.6,23.3,5.3,8.3,29.8,43.4,16.5,1.7,82.9,17.5,0.466,0.333,0.747,0.0
1,0,40,44,84,94.7,94.1,18.6,5.1,6.8,29.2,40.7,16.9,0.8,74.1,11.6,0.475,0.347,0.701,55,29,84,96.1,91.8,21.7,5.7,7.1,24.4,40.5,12.1,4.2,79.0,15.9,0.455,0.345,0.769,0.0
1,1,42,42,84,103.1,103.6,22.4,5.1,7.3,26.9,41.3,15.5,-0.5,81.4,21.0,0.466,0.348,0.745,63,21,84,110.2,102.7,25.8,4.8,6.8,22.3,40.5,14.4,7.8,83.7,24.0,0.495,0.399,0.801,0.0
1,1,51,33,84,101.0,98.4,24.6,4.1,7.0,29.7,42.6,15.5,2.6,79.1,12.9,0.473,0.329,0.742,54,30,84,96.8,91.9,20.7,4.1,7.1,23.5,43.4,14.1,4.9,79.5,23.1,0.444,0.367,0.758,0.0
1,1,42,42,84,97.4,98.1,23.9,3.4,6.1,26.1,40.9,14.8,-0.8,77.9,20.5,0.456,0.352,0.728,48,36,84,99.2,98.3,22.1,3.9,7.1,24.2,39.5,13.5,1.2,79.8,17.8,0.463,0.357,0.786,0.5
1,0,44,40,84,94.5,95.7,20.5,5.4,6.9,24.6,40.5,14.7,-0.9,76.6,18.8,0.466,0.343,0.688,51,33,84,98.8,93.7,22.5,5.4,7.8,25.3,43.6,16.0,5.2,81.2,15.1,0.459,0.39,0.737,0.0
1,1,43,41,84,106.3,106.7,23.5,5.7,9.1,25.7,41.4,16.0,-0.1,85.8,24.0,0.464,0.35,0.718,68,16,84,100.0,92.9,19.8,5.0,7.0,25.2,42.0,14.0,7.6,78.6,17.1,0.468,0.377,0.808,0.5
1,0,40,45,85,94.5,94.1,18.6,5.1,6.8,29.1,40.7,16.9,0.6,74.1,11.6,0.474,0.347,0.7,56,29,85,96.0,91.6,21.6,5.7,7.1,24.4,40.5,12.1,4.4,79.0,15.9,0.455,0.348,0.769,0.0
1,0,41,43,84,104.0,104.8,20.2,4.6,7.7,29.5,41.1,13.7,-0.5,83.2,19.7,0.449,0.344,0.76,52,32,84,96.9,92.9,20.8,4.3,7.5,26.2,43.7,14.3,4.0,81.1,17.0,0.448,0.343,0.695,0.0
1,0,46,38,84,105.0,103.5,23.2,5.3,8.2,29.7,43.4,16.5,1.5,83.0,17.5,0.465,0.334,0.747,59,25,84,98.4,90.1,22.1,5.1,7.1,24.0,40.7,13.9,8.3,77.3,19.0,0.475,0.376,0.759,0.5
1,1,52,33,85,100.8,98.1,24.5,4.1,7.1,29.6,42.6,15.4,2.7,79.1,12.9,0.472,0.327,0.742,54,31,85,96.5,91.8,20.6,4.1,7.1,23.5,43.4,14.2,4.7,79.3,23.1,0.443,0.367,0.757,0.333
1,1,43,42,85,97.4,98.0,24.0,3.4,6.1,26.0,40.9,14.8,-0.6,77.9,20.5,0.457,0.351,0.731,48,37,85,99.1,98.3,22.0,3.9,7.1,24.2,39.5,13.5,1.1,79.7,17.8,0.463,0.356,0.787,0.667
1,0,44,41,85,94.5,95.8,20.4,5.4,6.9,24.7,40.5,14.6,-1.0,76.6,18.7,0.465,0.343,0.685,52,33,85,98.9,93.7,22.4,5.4,7.8,25.4,43.6,16.0,5.2,81.1,15.1,0.459,0.389,0.738,0.0
1,1,44,41,85,106.4,106.5,23.4,5.7,9.1,25.8,41.4,16.0,0.1,85.7,24.0,0.464,0.349,0.718,68,17,85,99.9,93.1,19.8,5.0,7.0,25.3,42.0,14.0,7.3,78.6,17.1,0.467,0.376,0.806,0.667
1,0,43,42,85,103.0,103.4,22.3,5.1,7.2,26.9,41.3,15.4,-0.4,81.4,20.9,0.465,0.348,0.745,63,22,85,110.0,102.6,25.9,4.8,6.7,22.1,40.5,14.4,7.7,83.6,24.0,0.495,0.4,0.8,0.333
1,0,41,44,85,103.9,104.7,20.2,4.6,7.7,29.3,41.0,13.6,-0.6,83.2,19.7,0.449,0.344,0.761,53,32,85,96.9,92.9,20.8,4.3,7.5,26.2,43.7,14.4,4.0,81.1,17.0,0.449,0.345,0.698,0.0
1,0,46,39,85,104.9,103.4,23.2,5.2,8.2,29.7,43.4,16.4,1.5,82.9,17.4,0.465,0.333,0.747,60,25,85,98.4,90.1,22.1,5.1,7.1,23.8,40.7,13.8,8.2,77.4,19.1,0.474,0.377,0.761,0.333
1,1,54,32,86,96.4,91.8,20.6,4.1,7.1,23.4,43.4,14.2,4.5,79.3,23.1,0.442,0.366,0.757,53,33,86,100.8,97.9,24.5,4.2,7.1,29.6,42.5,15.4,2.8,79.1,12.8,0.472,0.326,0.742,0.5
1,1,48,38,86,98.9,98.4,21.9,3.9,7.1,24.2,39.5,13.6,0.8,79.6,17.8,0.462,0.355,0.787,44,42,86,97.5,97.8,24.0,3.4,6.2,25.9,40.9,14.8,-0.3,77.8,20.6,0.457,0.353,0.731,0.25
1,1,68,18,86,99.9,93.2,19.7,5.0,7.0,25.3,42.1,14.0,7.2,78.6,17.2,0.467,0.376,0.806,45,41,86,106.3,106.4,23.3,5.7,9.1,26.0,41.3,16.0,0.2,85.6,24.1,0.464,0.349,0.717,0.25
1,1,64,22,86,110.0,102.5,26.0,4.8,6.8,22.2,40.5,14.4,7.7,83.6,23.9,0.495,0.398,0.8,43,43,86,103.0,103.5,22.3,5.1,7.2,26.8,41.3,15.5,-0.6,81.4,21.0,0.465,0.347,0.746,0.75
1,1,61,25,86,98.3,90.1,22.1,5.1,7.2,23.8,40.7,13.8,8.2,77.5,19.1,0.474,0.376,0.76,46,40,86,104.7,103.3,23.2,5.2,8.2,29.5,43.4,16.4,1.4,82.8,17.4,0.465,0.33,0.748,0.75
1,1,45,42,87,106.4,106.6,23.3,5.6,9.1,26.0,41.3,15.9,0.1,85.6,24.2,0.464,0.35,0.716,69,18,87,100.1,93.4,19.8,5.0,7.0,25.4,42.1,14.1,7.1,78.6,17.2,0.467,0.377,0.805,0.6
1,1,53,34,87,100.7,97.9,24.5,4.2,7.1,29.5,42.5,15.4,2.8,79.1,12.8,0.472,0.327,0.742,55,32,87,96.4,91.9,20.6,4.1,7.1,23.4,43.4,14.2,4.5,79.3,23.1,0.443,0.367,0.757,0.4
1,1,44,43,87,97.5,97.8,24.0,3.4,6.1,26.0,40.8,14.8,-0.4,77.8,20.7,0.457,0.353,0.731,49,38,87,98.9,98.3,21.8,3.9,7.1,24.3,39.4,13.6,0.8,79.5,17.7,0.462,0.356,0.788,0.6
1,0,55,33,88,96.2,91.9,20.6,4.1,7.1,23.4,43.3,14.3,4.3,79.1,23.0,0.443,0.367,0.758,54,34,88,100.6,97.7,24.5,4.2,7.1,29.4,42.4,15.4,2.9,79.0,12.9,0.472,0.329,0.744,0.5
1,1,57,29,86,96.0,91.7,21.5,5.7,7.1,24.6,40.5,12.1,4.4,78.8,15.9,0.455,0.348,0.77,53,33,86,98.8,93.5,22.4,5.4,7.8,25.4,43.6,15.9,5.3,81.1,15.2,0.458,0.39,0.738,0.0
1,1,54,32,86,96.9,92.9,20.8,4.3,7.5,26.2,43.8,14.3,4.1,81.0,17.0,0.448,0.344,0.7,45,43,88,97.5,97.8,24.0,3.3,6.1,26.0,40.8,14.9,-0.4,77.6,20.7,0.457,0.355,0.732,0.0
1,0,65,22,87,110.1,102.6,25.9,4.8,6.8,22.4,40.5,14.4,7.7,83.7,23.9,0.494,0.398,0.799,62,25,87,98.3,90.0,22.2,5.1,7.1,23.7,40.7,13.8,8.3,77.5,19.1,0.474,0.378,0.757,0.0
1,1,58,29,87,96.0,91.4,21.6,5.7,7.2,24.5,40.6,12.2,4.6,78.9,15.9,0.455,0.35,0.77,53,34,87,98.5,93.6,22.3,5.3,7.8,25.4,43.6,16.0,4.9,81.0,15.2,0.457,0.389,0.737,1.0
1,1,55,34,89,100.6,97.7,24.5,4.2,7.0,29.3,42.4,15.3,2.9,79.0,12.8,0.472,0.33,0.744,46,42,88,106.5,106.3,23.3,5.6,9.1,26.0,41.4,15.9,0.4,85.5,24.3,0.464,0.352,0.717,0.0
1,1,55,32,87,96.7,92.7,20.8,4.3,7.5,26.0,43.9,14.3,4.1,81.1,17.0,0.448,0.344,0.698,45,44,89,97.2,97.6,23.9,3.4,6.1,25.9,40.8,14.9,-0.4,77.6,20.7,0.456,0.354,0.734,1.0
1,1,65,23,88,110.1,102.7,25.9,4.8,6.8,22.5,40.4,14.3,7.6,83.7,23.8,0.494,0.398,0.8,63,25,88,98.4,90.2,22.1,5.1,7.1,23.8,40.8,13.8,8.2,77.6,19.1,0.474,0.378,0.756,0.0
1,1,56,34,90,100.8,97.9,24.5,4.2,7.1,29.3,42.5,15.4,2.9,79.1,13.0,0.472,0.33,0.744,46,43,89,106.5,106.4,23.3,5.6,9.1,26.0,41.4,15.9,0.3,85.5,24.3,0.464,0.352,0.717,1.0
1,0,53,35,88,98.4,93.7,22.2,5.3,7.8,25.7,43.4,15.9,4.6,80.9,15.3,0.456,0.386,0.737,59,29,88,96.2,91.4,21.6,5.6,7.1,24.5,40.7,12.3,4.8,78.8,15.9,0.456,0.352,0.769,0.0
1,1,46,44,90,106.6,106.7,23.2,5.6,9.2,26.1,41.3,15.9,0.2,85.6,24.5,0.463,0.352,0.717,57,34,91,101.1,98.1,24.6,4.3,7.0,29.4,42.7,15.4,3.0,79.2,13.0,0.473,0.331,0.745,0.0
1,1,45,45,90,97.2,97.7,23.9,3.3,6.1,25.9,40.7,14.9,-0.5,77.5,20.6,0.457,0.356,0.733,56,32,88,96.8,92.7,20.8,4.3,7.5,26.1,43.9,14.3,4.1,81.1,17.0,0.448,0.343,0.697,0.0
1,1,63,26,89,98.2,90.3,22.0,5.1,7.1,23.7,40.8,13.9,7.9,77.6,19.1,0.474,0.378,0.754,66,23,89,110.0,102.5,25.8,4.8,6.8,22.4,40.4,14.3,7.7,83.6,23.7,0.494,0.398,0.801,0.5
1,1,53,36,89,98.1,93.6,22.1,5.3,7.7,25.7,43.6,15.9,4.5,80.9,15.2,0.454,0.384,0.736,60,29,89,96.0,91.2,21.6,5.7,7.1,24.4,40.7,12.2,4.8,78.9,16.0,0.455,0.351,0.768,0.0
1,0,47,44,91,106.8,106.6,23.2,5.6,9.2,26.2,41.2,15.8,0.4,85.5,24.6,0.464,0.354,0.718,57,35,92,101.1,98.4,24.6,4.3,7.0,29.4,42.8,15.5,2.7,79.2,13.0,0.473,0.332,0.745,0.333
1,0,46,45,91,97.2,97.5,23.9,3.3,6.1,25.9,40.7,14.9,-0.4,77.4,20.5,0.457,0.357,0.733,56,33,89,96.7,92.7,20.7,4.3,7.5,26.1,43.8,14.2,4.0,81.0,17.0,0.448,0.343,0.699,0.333
1,0,64,26,90,98.3,90.4,22.0,5.1,7.2,23.8,40.8,13.8,7.9,77.6,19.1,0.474,0.377,0.755,66,24,90,109.9,102.5,25.8,4.8,6.8,22.5,40.4,14.3,7.6,83.5,23.6,0.494,0.4,0.799,0.667
1,0,60,30,90,95.9,91.3,21.6,5.6,7.2,24.4,40.6,12.2,4.6,78.9,16.1,0.454,0.35,0.767,54,36,90,98.1,93.5,22.1,5.3,7.7,25.8,43.7,16.0,4.6,80.8,15.2,0.455,0.384,0.736,0.75
1,1,58,35,93,101.3,98.4,24.6,4.2,7.0,29.6,42.8,15.6,2.8,79.1,12.9,0.473,0.334,0.747,47,45,92,106.8,106.7,23.1,5.6,9.2,26.3,41.1,15.8,0.3,85.5,24.8,0.463,0.353,0.717,0.75
1,0,57,33,90,96.6,92.6,20.7,4.3,7.5,26.2,43.7,14.2,3.9,80.8,17.0,0.447,0.343,0.7,46,46,92,97.0,97.4,23.9,3.3,6.1,26.0,40.7,14.9,-0.4,77.4,20.5,0.456,0.356,0.734,0.75
1,0,67,24,91,109.8,102.5,25.7,4.8,6.8,22.6,40.4,14.4,7.6,83.4,23.5,0.494,0.399,0.799,64,27,91,98.3,90.6,22.0,5.1,7.2,23.7,40.7,13.9,7.8,77.6,19.2,0.474,0.378,0.757,0.5
1,0,55,36,91,98.2,93.5,22.1,5.3,7.7,25.7,43.6,16.0,4.7,80.7,15.2,0.456,0.387,0.735,60,31,91,95.9,91.5,21.5,5.6,7.2,24.4,40.6,12.3,4.4,78.9,16.1,0.454,0.349,0.768,0.4
1,0,47,46,93,96.9,97.2,23.9,3.3,6.1,25.9,40.7,14.9,-0.3,77.3,20.5,0.456,0.356,0.731,57,34,91,96.3,92.5,20.6,4.3,7.5,26.3,43.8,14.3,3.8,80.7,16.9,0.446,0.343,0.7,0.4
1,1,65,27,92,98.2,90.5,21.9,5.1,7.2,23.8,40.7,13.8,7.7,77.6,19.2,0.473,0.377,0.757,67,25,92,109.5,102.3,25.6,4.8,6.7,22.5,40.4,14.4,7.4,83.4,23.4,0.493,0.399,0.801,0.6
1,1,66,27,93,98.4,90.7,21.9,5.2,7.2,23.8,40.7,13.8,7.7,77.7,19.2,0.473,0.377,0.756,59,35,94,101.3,98.3,24.5,4.2,7.0,29.6,43.0,15.7,3.0,79.1,13.0,0.473,0.334,0.745,0.0
1,1,61,31,92,95.8,91.4,21.5,5.6,7.1,24.5,40.7,12.2,4.5,78.9,16.2,0.453,0.348,0.769,58,34,92,96.2,92.3,20.6,4.2,7.5,26.2,43.7,14.2,3.9,80.7,17.0,0.446,0.343,0.699,0.0
1,1,67,27,94,98.5,90.8,22.0,5.2,7.2,24.0,40.7,13.8,7.7,77.6,19.1,0.474,0.377,0.755,59,36,95,101.2,98.4,24.5,4.2,7.0,29.6,43.1,15.7,2.8,79.2,13.0,0.473,0.334,0.746,1.0
1,1,62,31,93,95.7,91.2,21.5,5.6,7.1,24.4,40.7,12.3,4.4,78.8,16.1,0.453,0.348,0.768,58,35,93,96.0,92.2,20.5,4.2,7.6,26.1,43.8,14.2,3.8,80.7,17.0,0.445,0.341,0.698,1.0
1,1,59,37,96,101.2,98.5,24.4,4.2,7.0,29.6,43.0,15.7,2.7,79.2,13.0,0.472,0.333,0.746,68,27,95,98.6,90.8,22.0,5.2,7.2,24.0,40.7,13.9,7.7,77.5,19.2,0.475,0.379,0.754,0.0
1,1,58,36,94,95.8,92.0,20.5,4.2,7.6,26.0,43.7,14.2,3.8,80.6,17.0,0.445,0.34,0.698,63,31,94,95.5,91.1,21.5,5.6,7.1,24.4,40.6,12.3,4.4,78.7,16.1,0.453,0.35,0.765,0.0
1,0,60,37,97,101.3,98.3,24.4,4.2,7.1,29.6,42.9,15.7,3.0,79.2,12.9,0.473,0.337,0.745,68,28,96,98.4,91.0,22.0,5.2,7.2,24.0,40.6,14.0,7.4,77.4,19.2,0.474,0.378,0.755,0.333
1,1,59,36,95,95.7,91.9,20.5,4.2,7.6,25.9,43.6,14.2,3.8,80.5,16.9,0.445,0.342,0.698,63,32,95,95.3,91.0,21.5,5.6,7.1,24.3,40.6,12.4,4.3,78.6,16.1,0.453,0.35,0.766,0.333
1,1,69,28,97,98.3,90.9,21.9,5.2,7.2,24.1,40.5,14.0,7.4,77.3,19.2,0.474,0.378,0.755,60,38,98,101.0,98.2,24.4,4.3,7.1,29.5,42.8,15.7,2.8,79.1,12.9,0.473,0.335,0.745,0.75
1,0,63,33,96,95.3,91.0,21.4,5.6,7.1,24.4,40.6,12.4,4.2,78.6,16.1,0.453,0.348,0.766,60,36,96,95.6,91.9,20.4,4.2,7.6,26.0,43.5,14.1,3.8,80.4,16.9,0.445,0.341,0.7,0.5
1,1,61,36,97,95.8,92.0,20.3,4.2,7.6,26.1,43.5,14.1,3.8,80.4,16.9,0.445,0.342,0.7,63,34,97,95.4,91.2,21.4,5.6,7.1,24.6,40.6,12.4,4.2,78.6,16.1,0.452,0.347,0.766,0.6
1,1,70,28,98,98.4,90.8,21.9,5.2,7.2,24.2,40.6,13.9,7.6,77.3,19.1,0.474,0.379,0.755,62,36,98,95.8,91.9,20.3,4.2,7.6,26.3,43.6,14.2,3.9,80.3,16.9,0.444,0.343,0.7,0.0
1,1,71,28,99,98.3,90.7,21.8,5.2,7.2,24.1,40.6,13.9,7.6,77.3,19.1,0.474,0.379,0.754,62,37,99,95.6,91.8,20.2,4.2,7.6,26.2,43.5,14.2,3.8,80.2,16.9,0.444,0.343,0.7,1.0
1,0,62,38,100,95.6,92.0,20.2,4.2,7.6,26.2,43.4,14.1,3.6,80.2,16.9,0.444,0.343,0.7,72,28,100,98.3,90.7,21.8,5.2,7.2,24.2,40.6,13.9,7.7,77.3,19.2,0.474,0.378,0.754,0.0
1,0,62,39,101,95.3,91.8,20.1,4.2,7.6,26.1,43.5,14.1,3.5,80.2,17.0,0.443,0.342,0.7,73,28,101,98.1,90.5,21.8,5.2,7.2,24.1,40.6,13.9,7.6,77.2,19.2,0.473,0.38,0.753,0.0
1,1,45,37,82,96.4,96.7,20.0,5.2,7.1,25.1,44.6,14.0,-0.1,81.7,18.8,0.439,0.347,0.718,43,39,82,98.8,99.2,19.6,4.8,7.7,24.3,41.6,13.2,-0.3,81.6,19.7,0.447,0.351,0.783,0.0
1,1,56,26,82,100.9,95.6,21.8,3.9,7.8,20.8,41.8,11.9,5.6,82.9,19.8,0.466,0.382,0.768,51,31,82,100.4,95.9,21.0,4.9,6.0,25.3,43.0,12.6,4.5,79.5,17.1,0.466,0.356,0.813,0.0
1,1,56,26,82,95.4,90.6,21.0,4.1,6.4,21.6,41.3,12.6,4.8,78.3,19.6,0.458,0.369,0.757,55,27,82,110.1,105.0,26.7,6.3,6.5,24.1,41.5,14.4,5.3,82.7,21.5,0.501,0.387,0.787,0.0
1,0,55,27,82,96.7,92.0,21.4,5.1,7.3,22.5,44.6,13.7,4.7,81.7,20.8,0.449,0.339,0.725,54,28,82,106.2,99.3,26.4,4.3,8.7,28.0,40.9,14.6,6.9,80.4,13.4,0.498,0.366,0.76,0.0
1,1,66,16,82,100.5,90.3,22.4,4.6,8.5,26.5,42.0,15.2,10.3,76.7,19.1,0.476,0.377,0.77,37,45,82,98.2,100.0,22.0,5.5,7.3,27.2,42.2,14.9,-1.5,79.9,13.1,0.455,0.343,0.771,0.0
1,0,59,23,82,97.5,90.1,22.3,5.8,7.1,24.0,41.4,11.7,7.4,79.9,16.2,0.458,0.366,0.769,40,42,82,96.6,96.2,20.4,4.9,8.7,26.1,41.9,14.3,0.7,81.1,11.6,0.46,0.323,0.701,0.0
1,1,52,30,82,104.5,99.0,20.8,4.1,6.3,27.9,42.0,14.3,5.5,78.6,25.3,0.475,0.389,0.725,41,41,82,100.2,97.3,23.8,4.1,7.0,20.2,40.1,11.7,2.9,82.0,17.8,0.47,0.389,0.817,0.0
1,1,57,25,82,108.6,101.3,24.4,5.3,8.0,27.7,44.1,14.1,7.3,83.1,21.4,0.478,0.381,0.774,50,32,82,110.7,107.0,24.7,6.7,9.2,30.7,44.1,14.7,4.0,85.8,19.6,0.47,0.351,0.752,0.0
1,1,46,37,83,96.3,96.6,20.0,5.2,7.0,25.3,44.6,13.9,0.0,81.6,18.8,0.438,0.346,0.718,43,40,83,98.7,99.1,19.6,4.7,7.7,24.2,41.6,13.2,-0.4,81.7,19.7,0.446,0.35,0.783,1.0
1,0,55,28,83,96.5,92.0,21.3,5.1,7.3,22.6,44.6,13.7,4.5,81.7,20.8,0.448,0.338,0.724,55,28,83,106.1,99.1,26.3,4.3,8.7,27.9,40.9,14.6,6.9,80.3,13.3,0.499,0.368,0.758,0.0
1,1,53,30,83,104.6,99.0,20.8,4.1,6.3,27.8,42.0,14.3,5.6,78.6,25.3,0.476,0.39,0.726,41,42,83,100.2,97.5,23.8,4.1,7.0,20.3,40.0,11.7,2.7,82.1,17.8,0.468,0.39,0.818,1.0
1,1,57,26,83,100.9,95.5,21.8,4.0,7.8,20.9,41.9,11.8,5.6,82.9,19.7,0.466,0.381,0.767,51,32,83,100.3,96.0,21.0,4.9,6.0,25.5,43.1,12.7,4.3,79.4,17.2,0.464,0.355,0.813,1.0
1,1,57,26,83,95.6,90.9,20.9,4.1,6.4,21.7,41.3,12.7,4.8,78.5,19.6,0.458,0.369,0.756,55,28,83,110.1,105.2,26.7,6.3,6.5,24.2,41.5,14.5,5.2,82.8,21.4,0.501,0.386,0.787,1.0
1,1,67,16,83,100.6,90.2,22.3,4.7,8.5,26.5,42.0,15.1,10.4,76.7,19.0,0.476,0.379,0.77,37,46,83,98.0,100.1,21.9,5.5,7.3,27.2,42.2,14.9,-1.8,79.9,13.2,0.454,0.342,0.77,1.0
1,1,59,24,83,97.3,90.1,22.3,5.8,7.1,24.0,41.4,11.7,7.3,79.9,16.2,0.457,0.366,0.769,41,42,83,96.5,96.1,20.3,4.9,8.7,26.1,42.0,14.3,0.7,81.1,11.5,0.46,0.321,0.702,0.0
1,1,58,25,83,108.8,101.5,24.5,5.4,8.0,27.7,44.2,14.1,7.3,83.3,21.3,0.478,0.381,0.774,50,33,83,110.7,107.2,24.6,6.7,9.1,30.8,44.1,14.6,3.8,86.0,19.5,0.47,0.352,0.751,1.0
1,1,41,43,84,100.2,97.6,23.8,4.0,6.9,20.3,40.0,11.7,2.7,82.0,18.0,0.468,0.39,0.819,54,30,84,104.6,99.1,20.8,4.1,6.3,27.8,42.1,14.2,5.5,78.7,25.4,0.475,0.389,0.727,0.0
1,1,43,41,84,98.5,99.3,19.5,4.8,7.6,24.4,41.5,13.2,-0.8,81.5,19.7,0.445,0.348,0.783,47,37,84,96.6,96.5,20.1,5.2,7.0,25.4,44.6,13.9,0.4,81.6,18.8,0.439,0.348,0.718,0.0
1,0,56,28,84,105.9,99.0,26.3,4.4,8.7,27.8,40.9,14.6,6.9,80.3,13.4,0.498,0.368,0.758,55,29,84,96.4,92.0,21.3,5.1,7.3,22.7,44.6,13.7,4.4,81.6,20.8,0.448,0.336,0.722,1.0
1,1,41,43,84,96.4,96.2,20.2,4.8,8.6,26.2,41.9,14.2,0.5,81.1,11.5,0.459,0.319,0.701,60,24,84,97.4,90.0,22.3,5.8,7.1,23.8,41.5,11.7,7.4,79.9,16.1,0.458,0.366,0.769,0.5
1,1,51,33,84,100.3,96.3,21.0,4.9,6.0,25.6,43.0,12.7,4.0,79.3,17.1,0.464,0.357,0.813,58,26,84,101.2,95.6,21.9,4.0,7.8,21.0,41.8,11.8,5.8,82.9,19.7,0.467,0.383,0.767,0.0
1,0,55,29,84,110.0,105.1,26.5,6.3,6.5,24.2,41.5,14.5,5.1,82.7,21.3,0.5,0.385,0.785,58,26,84,95.7,90.9,20.8,4.2,6.4,21.7,41.3,12.7,4.8,78.6,19.5,0.458,0.369,0.756,0.0
1,1,37,47,84,97.8,100.0,21.8,5.5,7.2,27.3,42.1,15.0,-2.0,79.6,13.1,0.453,0.338,0.77,68,16,84,100.5,90.0,22.4,4.6,8.5,26.5,42.0,15.1,10.5,76.8,19.0,0.475,0.379,0.769,0.0
1,0,42,43,85,100.3,97.5,23.9,4.0,6.9,20.2,40.0,11.7,2.8,82.1,18.1,0.469,0.39,0.82,54,31,85,104.5,99.2,20.7,4.1,6.3,27.8,42.0,14.2,5.3,78.6,25.4,0.475,0.387,0.727,0.333
1,0,50,34,84,110.7,107.4,24.5,6.7,9.1,30.9,44.1,14.6,3.5,85.9,19.5,0.47,0.351,0.752,59,25,84,109.0,101.5,24.6,5.3,7.9,27.7,44.1,14.1,7.4,83.3,21.4,0.478,0.382,0.774,0.0
1,1,56,29,85,105.7,98.9,26.2,4.4,8.6,27.9,40.9,14.6,6.8,80.1,13.4,0.498,0.37,0.756,56,29,85,96.4,92.0,21.3,5.2,7.3,22.6,44.5,13.6,4.3,81.6,20.8,0.448,0.337,0.722,0.667
1,0,42,43,85,96.4,95.9,20.3,4.8,8.7,26.2,41.9,14.3,0.7,81.0,11.4,0.459,0.317,0.703,60,25,85,97.2,90.1,22.2,5.8,7.0,23.9,41.4,11.9,7.0,79.8,16.1,0.458,0.364,0.768,0.667
1,0,44,41,85,98.6,99.0,19.5,4.8,7.7,24.5,41.4,13.2,-0.3,81.4,19.7,0.446,0.349,0.782,47,38,85,96.3,96.6,20.1,5.2,7.0,25.3,44.6,14.0,-0.1,81.5,18.8,0.439,0.345,0.715,0.333
1,0,52,33,85,100.3,96.2,20.9,4.9,6.0,25.8,43.1,12.7,4.1,79.3,17.1,0.464,0.356,0.812,58,27,85,101.0,95.6,21.8,4.0,7.7,20.9,41.8,11.8,5.7,82.9,19.7,0.466,0.384,0.769,0.333
1,1,55,30,85,109.8,105.2,26.4,6.3,6.4,24.3,41.4,14.4,4.8,82.7,21.2,0.5,0.385,0.782,59,26,85,95.9,91.0,20.8,4.2,6.4,21.7,41.2,12.6,4.9,78.6,19.4,0.46,0.369,0.757,0.0
1,1,38,47,85,97.8,100.0,21.9,5.5,7.2,27.3,42.1,15.0,-1.9,79.6,13.1,0.453,0.34,0.77,68,17,85,100.4,90.2,22.4,4.6,8.5,26.5,41.9,15.1,10.3,76.7,19.0,0.475,0.379,0.771,0.333
1,1,55,31,86,104.5,99.1,20.7,4.1,6.3,27.8,42.1,14.3,5.4,78.6,25.5,0.475,0.387,0.727,42,44,86,100.2,97.6,23.9,4.0,6.9,20.2,40.1,11.7,2.6,82.2,18.1,0.468,0.387,0.819,0.75
1,0,50,35,85,110.3,107.3,24.4,6.7,9.0,30.7,44.2,14.6,3.3,85.9,19.5,0.469,0.349,0.752,60,25,85,108.9,101.3,24.6,5.3,7.9,27.8,44.1,14.0,7.6,83.3,21.4,0.478,0.382,0.772,0.0
